0.05,0
0.04999,-0.042748
0.049942,-0.15367
0.049855,-0.20136
0.049741,-0.26702
0.049618,-0.23424
0.049483,-0.32134
0.049317,-0.35712
0.049134,-0.39249
0.048929,-0.44758
0.048706,-0.46439
0.048471,-0.49838
0.04822,-0.53033
0.047952,-0.56688
0.047668,-0.59661
0.047367,-0.63584
0.047051,-0.65944
0.046712,-0.72966
0.046327,-0.84423
0.045907,-0.87734
0.045477,-0.88351
0.045036,-0.92425
0.044577,-0.9532
0.044098,-1.0095
0.043596,-1.0471
0.043083,-1.0524
0.042557,-1.1041
0.042004,-1.1625
0.041429,-1.1898
0.040837,-1.234
0.040228,-1.2632
0.039599,-1.3119
0.038957,-1.3188
0.038317,-1.3001
0.037669,-1.3541
0.036998,-1.3959
0.036309,-1.4253
0.035609,-1.4428
0.034897,-1.4729
0.034167,-1.5175
0.033423,-1.5302
0.032682,-1.5028
0.031948,-1.5042
0.031208,-1.529
0.030465,-1.5126
0.029727,-1.5105
0.028982,-1.5408
0.028234,-1.5243
0.027485,-1.5411
0.026733,-1.5427
0.025977,-1.5523
0.025224,-1.5299
0.024479,-1.5252
0.023736,-1.5149
0.023,-1.4997
0.022279,-1.4543
0.021557,-1.5027
0.020833,-1.4651
0.020124,-1.4371
0.019432,-1.3974
0.01875,-1.3975
0.018086,-1.3216
0.01745,-1.2834
0.016822,-1.2902
0.016199,-1.2586
0.01559,-1.2368
0.014985,-1.2407
0.014371,-1.2743
0.013752,-1.2623
0.013129,-1.2897
0.012503,-1.2758
0.011881,-1.2699
0.011252,-1.3073
0.01061,-1.322
0.0099589,-1.3446
0.0092919,-1.3876
0.0086189,-1.3689
0.0079517,-1.364
0.0072931,-1.3334
0.0066391,-1.3454
0.0059822,-1.3455
0.0053248,-1.3473
0.0046615,-1.3694
0.004004,-1.3238
0.0033513,-1.3497
0.0026924,-1.3491
0.0020268,-1.3769
0.0013471,-1.4075
0.00066331,-1.3932
-1.6604e-05,-1.3918
-0.00069796,-1.399
-0.0013881,-1.428
-0.0020894,-1.4444
-0.0027903,-1.4267
-0.0034926,-1.45
-0.0041958,-1.43
-0.0048943,-1.4311
-0.005594,-1.4351
-0.0062936,-1.4305
-0.0069822,-1.3901
-0.0076616,-1.3926
-0.0083398,-1.3855
-0.0090101,-1.36
-0.0096728,-1.3546
-0.010332,-1.3463
-0.01099,-1.3484
-0.011651,-1.3596
-0.01232,-1.3792
-0.012997,-1.3948
-0.013679,-1.3975
-0.014352,-1.3584
-0.015021,-1.3827
-0.015688,-1.3509
-0.016356,-1.386
-0.017034,-1.388
-0.017712,-1.3924
-0.01839,-1.3809
-0.019069,-1.4019
-0.019756,-1.412
-0.020445,-1.4091
-0.021135,-1.4175
-0.021833,-1.4406
-0.022533,-1.4287
-0.023229,-1.4207
-0.023922,-1.4189
-0.024613,-1.4125
-0.025306,-1.426
-0.026,-1.4154
-0.026692,-1.4193
-0.027372,-1.3643
-0.028023,-1.3042
-0.028652,-1.274
-0.029277,-1.2823
-0.029899,-1.2653
-0.030512,-1.2466
-0.031118,-1.2374
-0.031718,-1.2212
-0.032307,-1.188
-0.032883,-1.1726
-0.033461,-1.1951
-0.034042,-1.1846
-0.034612,-1.1512
-0.035169,-1.1309
-0.035713,-1.0958
-0.036249,-1.0996
-0.036776,-1.0568
-0.037288,-1.043
-0.037788,-1.0031
-0.038274,-0.98734
-0.038767,-1.0315
-0.039279,-1.0674
-0.039795,-1.0468
-0.040299,-1.0173
-0.040786,-0.97609
-0.041255,-0.9441
-0.041705,-0.90215
-0.042135,-0.85772
-0.042549,-0.83806
-0.042965,-0.86579
-0.043389,-0.87166
-0.043805,-0.82974
-0.044209,-0.82761
-0.044606,-0.79644
-0.044986,-0.76043
-0.045356,-0.75367
-0.045729,-0.77532
-0.046103,-0.75926
-0.046468,-0.73314
-0.046818,-0.70047
-0.047139,-0.61337
-0.047445,-0.63972
-0.047757,-0.63832
-0.048058,-0.59793
-0.048343,-0.56748
-0.048614,-0.54138
-0.048865,-0.48662
-0.049087,-0.426
-0.04929,-0.40549
-0.049468,-0.31995
-0.049613,-0.27689
-0.049738,-0.23322
-0.049844,-0.20342
-0.049925,-0.12584
-0.049971,-0.065053
-0.049994,-0.029044
-0.05,0.0057794
-0.049996,0.011667
-0.049985,0.033331
-0.049956,0.083215
-0.049907,0.11772
-0.049851,0.11426
-0.04977,0.21459
-0.049658,0.24764
-0.049533,0.2627
-0.049389,0.32558
-0.049226,0.34356
-0.049052,0.36874
-0.048866,0.39304
-0.04867,0.40845
-0.048472,0.40397
-0.048267,0.43747
-0.048043,0.47973
-0.047809,0.47846
-0.047569,0.5018
-0.047309,0.56281
